pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-940 b,Kepler-940,1,1,0,59.62252570,0.00030150,-0.00030150,0,3.340,0.710,-0.310,0,11.10000,,,0,0.96,0.12,-0.08,0,0.97,0.07,-0.07,0
Kepler-945 b,Kepler-945,1,1,0,31.00338140,0.00020810,-0.00020810,0,2.630,0.470,-0.250,0,7.41000,,,0,0.97,0.17,-0.09,0,0.97,0.05,-0.06,0
Kepler-987 b,Kepler-987,1,1,0,105.30331480,0.00047830,-0.00047830,0,3.260,0.160,-0.120,0,10.70000,,,0,0.91,0.03,-0.03,0,0.97,0.03,-0.03,0
TOI-132 b,TOI-132,1,1,0,2.10970190,0.00001200,-0.00001100,0,3.420,0.130,-0.140,0,22.40000,1.90000,-1.92000,0,0.90,0.02,-0.02,0,0.97,0.06,-0.06,0
TOI-905 b,TOI-905,1,1,0,3.73949400,0.00003800,-0.00003800,0,13.126,0.594,-0.572,0,211.99261,13.34886,-13.03103,0,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0
WASP-163 b,WASP-163,1,1,0,1.60968840,0.00000150,-0.00000150,0,13.473,1.087,-1.087,0,594.34210,66.74430,-66.74430,0,1.01,0.07,-0.07,0,0.97,0.15,-0.15,0
WASP-19 b,WASP-19,1,1,0,0.78883852,0.00000075,-0.00000082,0,15.861,0.493,-0.538,0,366.77398,24.79062,-25.42627,0,1.01,0.03,-0.03,0,0.97,0.09,-0.10,0
XO-2 N b,XO-2 N,2,3,0,2.61586178,,,0,11.131,0.135,-0.135,0,179.89178,7.94575,-7.94575,0,0.99,0.01,-0.01,0,0.97,,,0
CoRoT-30 b,CoRoT-30,1,1,0,9.06005000,0.00024000,-0.00024000,0,11.310,0.852,-0.852,0,921.70700,69.92260,-69.92260,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0
HAT-P-51 b,HAT-P-51,1,1,0,4.21802780,0.00000590,-0.00000590,0,14.493,0.605,-0.605,0,98.20947,5.72094,-5.72094,0,1.04,0.04,-0.03,0,0.98,0.03,-0.03,0
HD 109286 b,HD 109286,1,1,0,520.10000000,2.30000000,-2.30000000,0,13.200,,,0,950.30694,47.67426,-47.67426,0,1.09,0.04,-0.04,0,0.98,0.05,-0.05,0
HD 17674 b,HD 17674,1,1,0,623.80000000,1.60000000,-1.50000000,0,13.900,,,0,276.51210,22.24810,-19.06980,0,1.18,0.10,-0.10,0,0.98,0.10,-0.10,0
HD 190360 c,HD 190360,2,2,0,17.11100000,0.00480000,-0.00480000,0,4.590,,,0,19.06900,2.41540,-2.41540,0,1.17,0.07,-0.03,0,0.98,0.15,-0.09,0
HD 217107 c,HD 217107,1,2,0,4270.00000000,220.00000000,-220.00000000,0,13.200,,,0,826.32000,47.67000,-47.67000,0,1.20,0.06,-0.05,0,0.98,0.15,-0.10,0
HD 30177 b,HD 30177,1,2,0,2514.53421506,5.21644669,-4.34065156,0,12.500,,,0,2761.28875,304.01798,-246.01537,0,1.02,0.03,-0.03,0,0.98,0.12,-0.12,0
HD 30177 c,HD 30177,1,2,0,12085.45185585,583.05318377,-440.70331608,0,12.700,,,0,2084.54271,285.64758,-238.41101,0,1.18,0.02,-0.02,0,0.98,0.12,-0.12,0
K2-160 b,K2-160,1,1,0,3.70587100,0.00007400,-0.00007600,0,3.178,0.214,-0.145,0,10.20000,,,0,0.91,0.04,-0.03,0,0.98,0.02,-0.03,0
K2-341 b,K2-341,1,1,0,36.55255100,0.00012700,-0.00012200,0,3.210,0.250,-0.190,0,10.40000,,,0,1.16,0.06,-0.05,0,0.98,0.07,-0.07,0
K2-350 b,K2-350,1,2,0,4.16387300,0.00002200,-0.00002300,0,1.540,0.150,-0.110,0,2.99000,,,0,1.04,0.06,-0.05,0,0.98,0.02,-0.02,0
K2-350 c,K2-350,1,2,0,19.99194400,0.00012300,-0.00019400,0,2.740,0.250,-0.180,0,7.95000,,,0,1.04,0.06,-0.05,0,0.98,0.02,-0.02,0
K2-352 b,K2-352,1,3,0,3.66591200,0.00027300,-0.00029500,0,1.370,0.100,-0.070,0,2.45000,,,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0
K2-352 c,K2-352,1,3,0,8.23488500,0.00050800,-0.00047500,0,1.920,0.130,-0.070,0,4.35000,,,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0
K2-352 d,K2-352,1,3,0,14.87138700,0.00091600,-0.00093600,0,2.230,0.130,-0.090,0,5.60000,,,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0
K2-357 b,K2-357,1,1,0,16.34886370,0.00138110,-0.00140220,0,3.720,0.230,-0.210,0,13.40000,,,0,1.00,0.05,-0.05,0,0.98,0.07,-0.07,0
K2-370 b,K2-370,1,1,0,2.14084000,0.00003600,-0.00003800,0,3.207,0.224,-0.548,0,10.40000,,,0,0.97,0.07,-0.06,0,0.98,0.43,-0.30,0
KIC 3558849 b,KIC 3558849,1,1,0,1322.30000000,386.10000000,-11.20000000,0,6.900,1.000,-0.900,0,38.10000,,,0,1.01,0.11,-0.11,0,0.98,0.11,-0.11,0
KIC 9663113 b,KIC 9663113,1,2,0,572.38470000,0.00583000,-0.00567000,0,4.600,0.600,-0.700,0,19.20000,,,0,1.03,0.12,-0.12,0,0.98,0.13,-0.13,0
Kepler-1035 b,Kepler-1035,1,1,0,2.71407755,0.00000371,-0.00000371,0,1.170,0.280,-0.110,0,1.71000,,,0,0.97,0.23,-0.09,0,0.98,0.06,-0.06,0
Kepler-1040 b,Kepler-1040,1,1,0,201.12140000,0.00194500,-0.00194500,0,2.080,0.180,-0.100,0,4.98000,,,0,0.96,0.06,-0.05,0,0.98,0.04,-0.04,0
Kepler-1055 b,Kepler-1055,1,1,0,2.29503623,0.00000347,-0.00000347,0,1.230,0.070,-0.060,0,2.04000,,,0,0.94,0.04,-0.04,0,0.98,0.03,-0.04,0
Kepler-1066 b,Kepler-1066,1,1,0,1.93155984,0.00000157,-0.00000157,0,2.360,0.500,-0.330,0,6.17000,,,0,0.98,0.20,-0.11,0,0.98,0.11,-0.07,0
Kepler-1067 c,Kepler-1067,1,2,0,5.42583990,,,0,1.747,,,0,3.70000,,,0,0.93,0.13,-0.05,0,0.98,0.05,-0.07,0
Kepler-1144 b,Kepler-1144,1,1,0,17.14647302,0.00009073,-0.00009073,0,1.990,0.300,-0.160,0,4.62000,,,0,0.96,0.14,-0.07,0,0.98,0.05,-0.06,0
Kepler-1177 b,Kepler-1177,1,1,0,106.24754700,0.00182200,-0.00182200,0,1.900,0.160,-0.120,0,4.27000,,,0,0.97,0.07,-0.05,0,0.98,0.03,-0.04,0
Kepler-1196 b,Kepler-1196,1,1,0,66.18490310,0.00046610,-0.00046610,0,2.230,0.370,-0.210,0,5.60000,,,0,0.97,0.15,-0.09,0,0.98,0.06,-0.06,0
Kepler-1240 b,Kepler-1240,1,1,0,4.86638150,0.00002513,-0.00002513,0,1.150,0.200,-0.100,0,1.60000,,,0,0.96,0.16,-0.08,0,0.98,0.05,-0.05,0
Kepler-1306 b,Kepler-1306,1,1,0,16.29595382,0.00007404,-0.00007404,0,1.910,0.450,-0.180,0,4.31000,,,0,0.97,0.22,-0.09,0,0.98,0.07,-0.06,0
Kepler-1312 c,Kepler-1312,1,2,0,1.11611998,,,0,1.027,,,0,1.07000,,,0,0.91,0.13,-0.05,0,0.98,0.06,-0.07,0
Kepler-132 b,Kepler-132,2,4,0,6.17819600,0.00002200,-0.00002200,0,1.210,0.240,-0.240,0,1.92000,,,0,1.18,0.23,-0.23,0,0.98,0.04,-0.04,0
Kepler-132 c,Kepler-132,2,4,0,6.41491400,0.00001900,-0.00001900,0,1.280,0.250,-0.250,0,2.18000,,,0,1.18,0.23,-0.23,0,0.98,0.04,-0.04,0
Kepler-132 d,Kepler-132,2,4,0,18.01019900,0.00006700,-0.00006700,0,1.550,0.300,-0.300,0,3.02000,,,0,1.18,0.23,-0.23,0,0.98,0.04,-0.04,0
Kepler-1372 b,Kepler-1372,1,1,0,1.31155557,0.00000554,-0.00000554,0,1.270,0.440,-0.130,0,2.15000,,,0,0.97,0.26,-0.08,0,0.98,0.05,-0.05,0
Kepler-1376 b,Kepler-1376,1,1,0,5.30880656,0.00004525,-0.00004525,0,1.050,0.210,-0.090,0,1.16000,,,0,0.97,0.18,-0.07,0,0.98,0.04,-0.04,0
Kepler-1390 b,Kepler-1390,1,1,0,6.48021673,0.00004630,-0.00004630,0,1.180,0.250,-0.130,0,1.76000,,,0,0.98,0.20,-0.10,0,0.98,0.07,-0.07,0
Kepler-1440 b,Kepler-1440,1,1,0,39.85948400,0.00103400,-0.00103400,0,1.260,0.230,-0.140,0,2.13000,,,0,0.96,0.17,-0.07,0,0.98,0.04,-0.05,0
Kepler-1476 b,Kepler-1476,1,1,0,10.35863224,0.00005885,-0.00005885,0,1.670,0.370,-0.130,0,3.43000,,,0,0.96,0.20,-0.07,0,0.98,0.04,-0.05,0
Kepler-154 b,Kepler-154,1,5,0,33.04053200,0.00021500,-0.00021500,0,2.260,0.440,-0.440,0,5.73000,,,0,1.00,0.19,-0.19,0,0.98,0.04,-0.04,0
Kepler-154 c,Kepler-154,1,5,0,62.30327600,0.00040600,-0.00040600,0,2.950,0.620,-0.620,0,9.01000,,,0,1.00,0.19,-0.19,0,0.98,0.04,-0.04,0
Kepler-154 d,Kepler-154,1,5,0,20.54981883,0.00002572,-0.00002572,0,3.840,0.320,-0.240,0,14.10000,,,0,0.98,0.08,-0.06,0,0.98,0.04,-0.04,0
Kepler-154 e,Kepler-154,1,5,0,3.93276465,0.00001225,-0.00001225,0,1.500,0.140,-0.120,0,2.86000,,,0,0.98,0.08,-0.06,0,0.98,0.04,-0.04,0
Kepler-154 f,Kepler-154,1,5,0,9.91935684,0.00007788,-0.00007788,0,1.500,0.340,-0.210,0,2.86000,,,0,0.98,0.08,-0.06,0,0.98,0.04,-0.04,0
Kepler-1668 b,Kepler-1668,1,1,0,15.43400000,,,0,4.348,,,0,17.40000,,,0,1.02,,,0,0.98,,,0
Kepler-1736 b,Kepler-1736,1,1,0,37.81029892,,,0,3.877,,,0,14.30000,,,0,0.97,0.30,-0.12,0,0.98,0.13,-0.12,0
Kepler-1747 b,Kepler-1747,1,1,0,6.23031998,,,0,4.265,,,0,16.80000,,,0,0.86,0.17,-0.07,0,0.98,0.07,-0.12,0
Kepler-1750 b,Kepler-1750,1,1,0,205.91200260,,,0,6.004,,,0,30.10000,,,0,0.97,0.14,-0.07,0,0.98,0.06,-0.06,0
Kepler-1777 b,Kepler-1777,1,1,0,12.18420029,,,0,2.132,,,0,5.19000,,,0,1.07,0.16,-0.12,0,0.98,0.07,-0.07,0
Kepler-188 b,Kepler-188,1,2,0,2.06189700,0.00001000,-0.00001000,0,1.680,0.760,-0.760,0,3.46000,,,0,1.14,0.51,-0.51,0,0.98,0.04,-0.06,0
Kepler-188 c,Kepler-188,1,2,0,5.99655300,0.00001500,-0.00001500,0,3.190,1.450,-1.450,0,10.30000,,,0,1.14,0.51,-0.51,0,0.98,0.04,-0.06,0
Kepler-1885 b,Kepler-1885,1,1,0,2.52255988,,,0,1.511,,,0,2.89000,,,0,0.86,0.22,-0.07,0,0.98,0.09,-0.11,0
Kepler-1912 b,Kepler-1912,1,1,0,6.05921984,,,0,1.357,,,0,2.41000,,,0,0.96,0.14,-0.07,0,0.98,0.06,-0.07,0
Kepler-200 b,Kepler-200,1,2,0,8.59480500,0.00003600,-0.00003600,0,2.130,0.410,-0.410,0,5.18000,,,0,0.94,0.16,-0.16,0,0.98,0.04,-0.04,0
Kepler-200 c,Kepler-200,1,2,0,10.22215700,0.00005300,-0.00005300,0,1.590,0.290,-0.290,0,3.15000,,,0,0.94,0.16,-0.16,0,0.98,0.04,-0.04,0
Kepler-265 b,Kepler-265,1,4,0,6.84626200,0.00006300,-0.00006300,0,1.860,0.450,-0.450,0,4.12000,,,0,1.10,0.23,-0.23,0,0.98,0.05,-0.05,0
Kepler-265 c,Kepler-265,1,4,0,17.02893700,0.00013600,-0.00013600,0,2.630,0.550,-0.550,0,7.41000,,,0,1.10,0.23,-0.23,0,0.98,0.05,-0.05,0
Kepler-265 d,Kepler-265,1,4,0,43.13061700,0.00065800,-0.00065800,0,2.490,0.540,-0.540,0,6.76000,,,0,1.10,0.23,-0.23,0,0.98,0.05,-0.05,0
Kepler-265 e,Kepler-265,1,4,0,67.83102400,0.00139600,-0.00139600,0,2.590,0.550,-0.550,0,7.22000,,,0,1.10,0.23,-0.23,0,0.98,0.05,-0.05,0
Kepler-281 d,Kepler-281,1,3,0,148.27200320,,,0,5.937,,,0,29.50000,,,0,0.88,0.23,-0.08,0,0.98,0.10,-0.11,0
Kepler-297 b,Kepler-297,1,2,0,38.87182600,0.00015300,-0.00015300,0,2.870,0.520,-0.520,0,48.50000,11.20000,-7.00000,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0
Kepler-297 c,Kepler-297,1,2,0,74.92013700,0.00012000,-0.00012000,0,6.540,1.180,-1.180,0,42.10000,14.10000,-9.30000,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0
Kepler-301 b,Kepler-301,1,3,0,2.50855300,0.00001200,-0.00001200,0,1.350,0.720,-0.720,0,2.39000,,,0,0.90,0.48,-0.48,0,0.98,0.05,-0.06,0
Kepler-301 c,Kepler-301,1,3,0,5.41902600,0.00003200,-0.00003200,0,1.350,0.720,-0.720,0,2.39000,,,0,0.90,0.48,-0.48,0,0.98,0.05,-0.06,0
Kepler-301 d,Kepler-301,1,3,0,13.75124300,0.00008100,-0.00008100,0,1.750,0.940,-0.940,0,3.71000,,,0,0.90,0.48,-0.48,0,0.98,0.05,-0.06,0
Kepler-315 b,Kepler-315,1,2,0,96.10114100,0.00091800,-0.00091800,0,3.770,0.780,-0.780,0,13.70000,,,0,1.04,0.20,-0.20,0,0.98,0.05,-0.05,0
Kepler-315 c,Kepler-315,1,2,0,265.46933500,0.00622300,-0.00622300,0,4.150,0.960,-0.960,0,16.10000,,,0,1.04,0.20,-0.20,0,0.98,0.05,-0.05,0
Kepler-370 b,Kepler-370,1,2,0,4.57953000,0.00004100,-0.00004100,0,1.590,0.780,-0.780,0,3.15000,,,0,0.90,0.42,-0.42,0,0.98,0.05,-0.05,0
Kepler-370 c,Kepler-370,1,2,0,19.02293000,0.00017700,-0.00017700,0,1.910,0.890,-0.890,0,4.31000,,,0,0.90,0.42,-0.42,0,0.98,0.05,-0.05,0
Kepler-418 b,Kepler-418,1,2,0,86.67856000,0.00007000,-0.00007000,0,13.450,1.790,-1.790,0,349.61125,,,1,1.09,0.14,-0.14,0,0.98,0.08,-0.08,0
Kepler-461 b,Kepler-461,1,1,0,8.31378306,0.00000766,-0.00000766,0,2.580,0.070,-0.060,0,7.18000,,,0,0.91,0.02,-0.02,0,0.98,0.02,-0.03,0
Kepler-498 b,Kepler-498,1,1,0,9.61375356,0.00001173,-0.00001173,0,3.030,0.500,-0.340,0,9.43000,,,0,0.96,0.16,-0.08,0,0.98,0.06,-0.06,0
Kepler-53 b,Kepler-53,1,3,0,18.64895250,0.00016000,-0.00016000,0,2.890,,,0,111.00000,,,1,0.89,,,0,0.98,,,0
Kepler-53 c,Kepler-53,1,3,0,38.55830380,0.00041000,-0.00041000,0,3.170,,,0,36.00000,,,1,0.89,,,0,0.98,,,0
Kepler-53 d,Kepler-53,1,3,0,9.75196200,0.00007700,-0.00007700,0,2.120,1.050,-1.050,0,5.14000,,,0,0.96,0.47,-0.47,0,0.98,0.06,-0.06,0
Kepler-565 b,Kepler-565,1,1,0,4.24374723,0.00000293,-0.00000293,0,3.640,0.510,-0.270,0,12.90000,,,0,0.95,0.13,-0.07,0,0.98,0.04,-0.06,0
Kepler-612 b,Kepler-612,1,1,0,3.72215641,0.00000376,-0.00000376,0,2.840,0.660,-0.270,0,8.45000,,,0,0.96,0.17,-0.08,0,0.98,0.05,-0.05,0
Kepler-613 b,Kepler-613,1,1,0,15.77979614,0.00004258,-0.00004258,0,2.290,0.400,-0.170,0,5.86000,,,0,0.96,0.17,-0.07,0,0.98,0.05,-0.05,0
Kepler-616 b,Kepler-616,1,3,0,9.99761851,0.00002138,-0.00002138,0,2.430,0.330,-0.200,0,6.48000,,,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0
Kepler-616 c,Kepler-616,1,3,0,90.41135560,0.00045220,-0.00045220,0,3.410,0.570,-0.300,0,11.50000,,,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0
Kepler-63 b,Kepler-63,1,1,0,9.43415050,0.00000100,-0.00000100,0,6.110,0.200,-0.200,0,120.00000,,,1,0.90,0.03,-0.02,0,0.98,0.04,-0.04,0
Kepler-688 b,Kepler-688,1,1,0,3.89593684,0.00000080,-0.00000080,0,9.760,1.760,-0.970,0,68.70000,,,0,0.96,0.17,-0.09,0,0.98,0.07,-0.07,0
Kepler-700 b,Kepler-700,1,1,0,80.87206390,0.00017270,-0.00017270,0,5.990,0.910,-0.500,0,30.00000,,,0,0.96,0.15,-0.07,0,0.98,0.04,-0.05,0
Kepler-713 b,Kepler-713,1,1,0,7.41114100,0.00001344,-0.00001344,0,2.480,0.500,-0.290,0,6.71000,,,0,0.99,0.20,-0.12,0,0.98,0.11,-0.08,0
Kepler-772 b,Kepler-772,1,1,0,12.99207337,0.00005428,-0.00005428,0,1.820,0.370,-0.240,0,3.97000,,,0,1.11,0.22,-0.15,0,0.98,0.04,-0.04,0
Kepler-782 b,Kepler-782,1,1,0,158.68533080,0.00043730,-0.00043730,0,3.210,0.470,-0.300,0,10.40000,,,0,1.01,0.13,-0.09,0,0.98,0.05,-0.05,0
Kepler-793 b,Kepler-793,1,1,0,4.24153639,0.00002259,-0.00002259,0,1.370,0.280,-0.160,0,2.45000,,,0,0.97,0.20,-0.10,0,0.98,0.07,-0.07,0
Kepler-823 b,Kepler-823,1,1,0,4.16809082,0.00001748,-0.00001748,0,1.570,0.310,-0.140,0,3.09000,,,0,0.96,0.18,-0.08,0,0.98,0.05,-0.05,0
Kepler-829 b,Kepler-829,1,1,0,6.88337562,0.00001963,-0.00001963,0,2.110,0.440,-0.180,0,5.10000,,,0,0.97,0.20,-0.08,0,0.98,0.05,-0.06,0
Kepler-838 b,Kepler-838,1,1,0,15.74957994,0.00004687,-0.00004687,0,2.730,0.510,-0.250,0,7.90000,,,0,0.96,0.13,-0.08,0,0.98,0.05,-0.06,0
Kepler-903 b,Kepler-903,1,2,0,10.35077210,0.00005128,-0.00005128,0,2.010,0.350,-0.360,0,4.70000,,,0,0.97,0.17,-0.08,0,0.98,0.05,-0.05,0
Kepler-903 c,Kepler-903,1,2,0,62.92285570,0.00073530,-0.00073530,0,2.530,0.400,-0.450,0,6.94000,,,0,0.97,0.17,-0.08,0,0.98,0.05,-0.05,0
Kepler-981 b,Kepler-981,1,1,0,4.46975774,0.00000586,-0.00000586,0,2.310,0.300,-0.180,0,5.95000,,,0,0.96,0.12,-0.07,0,0.98,0.04,-0.05,0
TOI-1422 b,TOI-1422,1,1,0,12.99720000,0.00060000,-0.00060000,0,3.960,0.130,-0.110,0,9.00000,2.30000,-2.00000,0,1.02,0.01,-0.01,0,0.98,0.06,-0.07,0
TOI-1710 b,TOI-1710,1,1,0,24.28342900,0.00004300,-0.00004300,0,5.340,0.110,-0.110,0,28.30000,4.70000,-4.70000,0,0.97,0.02,-0.01,0,0.98,0.05,-0.06,0
WASP-135 b,WASP-135,1,1,0,1.40137940,0.00000080,-0.00000080,0,14.572,1.009,-1.009,0,603.87700,25.42640,-25.42640,0,0.96,0.05,-0.05,0,0.98,0.06,-0.06,0
WASP-69 b,WASP-69,1,1,0,3.86814000,0.00000200,-0.00000200,0,12.442,0.448,-0.448,0,92.17070,9.53490,-9.53490,0,0.86,0.03,-0.03,0,0.98,0.14,-0.14,0
XO-2 S b,XO-2 S,2,3,0,18.15700000,0.03400000,-0.03400000,0,10.900,,,0,82.63580,12.71320,-12.71320,0,1.00,0.04,-0.04,0,0.98,0.20,-0.20,0
XO-2 S c,XO-2 S,2,3,0,120.80000000,0.34000000,-0.34000000,0,13.600,,,0,435.40900,16.84400,-16.84400,0,1.02,0.09,-0.07,0,0.98,0.05,-0.05,0
EPIC 212587672 b,EPIC 212587672,1,2,0,15.28078000,0.00012100,-0.00011600,0,1.260,0.110,-0.090,0,2.13000,,,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0
EPIC 212587672 c,EPIC 212587672,1,2,0,23.22855500,0.00006800,-0.00007100,0,2.320,0.190,-0.120,0,5.99000,,,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0
HAT-P-17 b,HAT-P-17,1,2,0,10.33852000,0.00000900,-0.00000900,0,11.769,0.448,-0.448,0,184.34140,19.06980,-19.06980,0,0.87,0.04,-0.04,0,0.99,0.15,-0.15,0
HATS-1 b,HATS-1,1,1,0,3.44645900,0.00000400,-0.00000400,0,14.594,1.816,-1.098,0,589.55000,83.26800,-62.29200,0,1.04,0.13,,0,0.99,0.05,,0
HATS-25 b,HATS-25,1,1,0,4.29864320,0.00000450,-0.00000450,0,14.123,1.121,-1.121,0,194.82979,13.34886,-13.34886,0,1.11,0.07,-0.07,0,0.99,0.04,-0.04,0
HD 129445 b,HD 129445,1,1,0,1840.00000000,55.00000000,-55.00000000,0,13.500,,,0,508.50700,190.69000,-190.69000,0,1.18,0.01,-0.01,0,0.99,,,0
HD 140901 b,HD 140901,1,2,0,9.02377598,0.00012653,-0.00123159,0,3.930,,,0,14.64775,1.56349,-1.73700,0,0.95,0.03,-0.02,0,0.99,0.12,-0.12,0
HD 140901 c,HD 140901,1,2,0,7417.50547213,131.02919774,-571.38446588,0,12.800,,,0,1685.33019,738.57826,-1290.89578,0,0.95,0.03,-0.02,0,0.99,0.12,-0.12,0
HD 164595 b,HD 164595,2,1,0,40.00000000,0.24000000,-0.24000000,0,4.160,,,0,16.14000,2.72000,-2.72000,0,1.02,0.02,-0.02,0,0.99,0.03,-0.03,0
HD 168009 b,HD 168009,1,1,0,15.14790000,0.00350000,-0.00370000,0,3.050,,,0,9.53485,1.20775,-1.17597,0,1.21,0.03,-0.03,0,0.99,0.04,-0.04,0
HD 28185 b,HD 28185,1,2,0,385.52775151,0.04362407,-0.05553985,0,12.800,,,0,1853.51476,155.96591,-160.41714,0,1.03,0.01,-0.01,0,0.99,0.13,-0.13,0
HD 28185 c,HD 28185,1,2,0,17417.92078705,293.05031847,-672.59694514,0,12.100,,,0,6224.47064,737.36625,-661.91295,0,1.03,0.01,-0.01,0,0.99,0.13,-0.13,0
HD 63433 b,HD 63433,1,2,0,7.10793000,0.00040000,-0.00034000,0,2.150,0.100,-0.100,0,5.27000,,,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0
HD 63433 c,HD 63433,1,2,0,20.54530000,0.00120000,-0.00130000,0,2.670,0.120,-0.120,0,7.61000,,,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0
K2-169 b,K2-169,1,1,0,6.38080300,0.00077800,-0.00069900,0,1.273,0.107,-0.077,0,2.16000,,,0,0.92,0.05,-0.03,0,0.99,0.03,-0.03,0
K2-181 b,K2-181,1,1,0,6.89425600,0.00070400,-0.00072200,0,2.840,0.200,-0.200,0,8.45000,,,0,1.07,0.02,-0.02,0,0.99,0.04,-0.04,0
K2-294 b,K2-294,1,1,0,2.50387000,0.00022000,-0.00023000,0,1.660,0.210,-0.190,0,3.39000,,,0,1.20,0.13,-0.12,0,0.99,0.03,-0.03,0
KOI-1257 b,KOI-1257,2,1,0,86.64766100,0.00003400,-0.00003400,0,10.540,1.350,-1.350,0,460.83000,111.24000,-111.24000,0,1.13,0.14,-0.14,0,0.99,0.05,-0.05,0
KOI-142 b,KOI-142,1,3,0,10.91647000,0.00014000,-0.00014000,0,3.438,0.075,-0.075,0,9.50000,1.10000,-1.10000,0,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0
KOI-142 c,KOI-142,1,3,0,22.26492000,0.00067000,-0.00067000,0,14.000,,,0,214.10000,5.20000,-5.20000,0,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0
Kepler-1016 b,Kepler-1016,1,2,0,1.95452434,0.00000331,-0.00000331,0,2.180,0.370,-0.280,0,5.39000,,,0,1.00,0.17,-0.10,0,0.99,0.08,-0.07,0
Kepler-1016 c,Kepler-1016,1,2,0,105.65513690,0.00054520,-0.00054520,0,3.680,0.650,-0.370,0,13.10000,,,0,1.00,0.17,-0.10,0,0.99,0.08,-0.07,0
Kepler-1060 b,Kepler-1060,1,1,0,46.87793670,0.00030500,-0.00030500,0,2.380,0.450,-0.290,0,6.26000,,,0,0.99,0.19,-0.11,0,0.99,0.08,-0.07,0
Kepler-1069 b,Kepler-1069,1,1,0,23.89902960,0.00014970,-0.00014970,0,1.600,0.310,-0.140,0,3.19000,,,0,0.98,0.17,-0.08,0,0.99,0.05,-0.05,0
Kepler-1092 b,Kepler-1092,1,1,0,58.60179250,0.00060060,-0.00060060,0,2.070,0.370,-0.240,0,4.94000,,,0,1.00,0.18,-0.10,0,0.99,0.09,-0.07,0
Kepler-1098 b,Kepler-1098,1,1,0,2.54307286,0.00000959,-0.00000959,0,1.300,0.240,-0.140,0,2.24000,,,0,0.99,0.18,-0.11,0,0.99,0.10,-0.07,0
Kepler-1216 b,Kepler-1216,1,1,0,4.37034536,0.00001993,-0.00001993,0,1.390,0.220,-0.110,0,2.51000,,,0,0.98,0.15,-0.07,0,0.99,0.04,-0.05,0
Kepler-1250 b,Kepler-1250,1,1,0,2.60754383,0.00000652,-0.00000652,0,1.920,0.450,-0.170,0,4.35000,,,0,0.98,0.22,-0.08,0,0.99,0.05,-0.05,0
Kepler-1258 b,Kepler-1258,1,1,0,0.98494017,0.00000318,-0.00000318,0,0.860,0.130,-0.080,0,0.56600,,,0,0.99,0.15,-0.08,0,0.99,0.05,-0.06,0
Kepler-1262 b,Kepler-1262,1,1,0,8.67900242,0.00003790,-0.00003790,0,1.820,0.320,-0.170,0,3.97000,,,0,0.98,0.17,-0.09,0,0.99,0.06,-0.06,0
Kepler-1264 b,Kepler-1264,1,1,0,0.96852602,0.00000233,-0.00000233,0,1.180,0.220,-0.120,0,1.76000,,,0,0.98,0.18,-0.09,0,0.99,0.06,-0.06,0
Kepler-1294 b,Kepler-1294,1,1,0,115.68622580,0.00084450,-0.00084450,0,3.190,0.540,-0.310,0,10.30000,,,0,0.97,0.16,-0.09,0,0.99,0.07,-0.06,0
Kepler-1297 b,Kepler-1297,1,1,0,1.68189002,0.00001032,-0.00001032,0,0.970,0.160,-0.090,0,0.87100,,,0,0.99,0.16,-0.09,0,0.99,0.06,-0.06,0
Kepler-1312 b,Kepler-1312,1,2,0,5.44832529,0.00000735,-0.00000735,0,2.100,0.080,-0.070,0,5.06000,,,0,0.92,0.03,-0.03,0,0.99,0.03,-0.03,0
Kepler-1369 b,Kepler-1369,1,1,0,25.87314800,0.00014530,-0.00014530,0,2.690,0.420,-0.250,0,7.70000,,,0,0.99,0.15,-0.08,0,0.99,0.06,-0.06,0
Kepler-1479 b,Kepler-1479,1,1,0,14.53261362,0.00004429,-0.00004429,0,1.830,0.300,-0.160,0,4.01000,,,0,0.98,0.16,-0.08,0,0.99,0.05,-0.06,0
Kepler-1513 b,Kepler-1513,1,1,0,160.88465087,0.00007718,-0.00007718,0,8.460,1.380,-0.730,0,53.90000,,,0,0.97,0.16,-0.08,0,0.99,0.07,-0.05,0
