# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 18 12:27:44 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_bmassprov like '%mass%'
# CONSTRAINT:  and st_radstr in [0.75, 1.25]
# CONSTRAINT:  and st_massstr in [0.75, 1.25])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN ast_flag:       Detected by Astrometric Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,rv_flag,ast_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
HATS-2 b,HATS-2,1,1,0,0,1.35413300,0.00000100,-0.00000100,0,427.46300,47.67200,-47.67200,0,Mass,0.90,0.02,-0.02,0,0.88,0.04,-0.04,0
HD 109988 b,HD 109988,1,1,0,0,17132.15854000,3942.55441000,-2033.89457000,0,6935.33367,719.88134,-1320.57703,0,Mass,0.87,0.06,-0.04,0,0.88,0.10,-0.10,0
HD 80883 b,HD 80883,1,1,0,0,6383.78352000,2891.20808000,-1084.85967000,0,1748.05624,390.92894,-335.62680,0,Mass,0.81,0.06,-0.05,0,0.88,0.11,-0.11,0
K2-19 b,K2-19,1,1,0,0,7.92220000,0.00010000,-0.00010000,0,32.40000,1.70000,-1.70000,0,Mass,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0
K2-19 c,K2-19,1,1,0,0,11.89930000,0.00080000,-0.00080000,0,10.80000,0.60000,-0.60000,0,Mass,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0
K2-19 d,K2-19,1,1,0,0,2.50810000,0.00020000,-0.00020000,0,10.00000,,,1,Mass,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0
K2-263 b,K2-263,1,1,0,0,50.81894700,0.00009400,-0.00009400,0,14.90000,2.10000,-2.10000,0,Mass,0.85,0.02,-0.02,0,0.88,0.03,-0.03,0
Kepler-48 b,Kepler-48,1,1,0,0,4.77800000,,,0,3.94000,2.10000,-2.10000,0,Mass,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0
Kepler-48 c,Kepler-48,1,1,0,0,9.67395000,,,0,14.61000,2.30000,-2.30000,0,Mass,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0
Kepler-48 d,Kepler-48,1,1,0,0,42.89610000,,,0,7.93000,4.60000,-4.60000,0,Mass,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0
Kepler-48 e,Kepler-48,1,1,0,0,982.00000000,8.00000000,-8.00000000,0,657.00000,25.00000,-25.00000,0,Mass,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0
Kepler-549 b,Kepler-549,1,0,0,0,42.94956490,0.00015430,-0.00015430,0,11.00000,4.20000,-3.20000,0,Mass,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0
TOI-332 b,TOI-332,1,1,0,0,0.77703800,0.00000100,-0.00000100,0,57.20000,1.60000,-1.60000,0,Mass,0.87,0.03,-0.02,0,0.88,0.02,-0.02,0
TOI-4010 b,TOI-4010,1,1,0,0,1.34833500,0.00000300,-0.00000200,0,11.00000,1.29000,-1.27000,0,Mass,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0
TOI-4010 c,TOI-4010,1,1,0,0,5.41465400,0.00000700,-0.00000700,0,20.31000,2.13000,-2.11000,0,Mass,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0
TOI-4010 d,TOI-4010,1,1,0,0,14.70886000,0.00003000,-0.00003000,0,38.15000,3.27000,-3.22000,0,Mass,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0
WASP-177 b,WASP-177,1,1,0,0,3.07172200,0.00000100,-0.00000100,0,161.45764,12.07754,-12.07754,0,Mass,0.89,0.05,-0.05,0,0.88,0.04,-0.04,0
XO-1 b,XO-1,1,1,0,0,3.94153000,0.00002700,-0.00002700,0,263.79890,41.31790,-41.31790,0,Mass,0.88,0.05,-0.05,0,0.88,0.19,-0.19,0
CoRoT-10 b,CoRoT-10,1,1,0,0,13.24060000,0.00020000,-0.00020000,0,874.00000,50.85000,-50.85000,0,Mass,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0
HAT-P-38 b,HAT-P-38,1,1,0,0,4.64038200,0.00003200,-0.00003200,0,84.85700,6.35600,-6.35600,0,Mass,0.92,0.10,,0,0.89,0.04,,0
HAT-P-52 b,HAT-P-52,1,1,0,0,2.75359530,0.00000940,-0.00000940,0,259.98494,9.21707,-9.21707,0,Mass,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0
HATS-38 b,HATS-38,1,1,0,0,4.37502100,0.00001000,-0.00001000,0,23.51942,3.49613,-3.49613,0,Mass,1.10,0.02,-0.02,0,0.89,0.02,-0.01,0
HATS-69 b,HATS-69,1,1,0,0,2.22525770,0.00000190,-0.00000190,0,183.38791,,,0,Mass,0.88,0.01,-0.01,0,0.89,0.01,-0.02,0
HIP 29442 b,HIP 29442,1,1,0,0,13.63083000,0.00003000,-0.00003000,0,9.60000,0.80000,-0.80000,0,Mass,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0
HIP 29442 c,HIP 29442,1,1,0,0,3.53796000,0.00003000,-0.00003000,0,4.50000,0.30000,-0.30000,0,Mass,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0
HIP 29442 d,HIP 29442,1,1,0,0,6.42975000,0.00009000,-0.00010000,0,5.10000,0.40000,-0.40000,0,Mass,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0
KPS-1 b,KPS-1,1,1,0,0,1.70629100,0.00005900,-0.00005900,0,346.43470,27.33338,-27.65121,0,Mass,0.91,0.09,-0.08,0,0.89,0.09,-0.10,0
Kepler-414 b,Kepler-414,1,0,0,0,4.70000000,,,0,3.50000,3.40000,-2.90000,0,Mass,0.95,,,0,0.89,,,0
Kepler-414 c,Kepler-414,1,0,0,0,7.17100000,,,0,29.90000,12.40000,-10.50000,0,Mass,0.95,,,0,0.89,,,0
NGTS-8 b,NGTS-8,1,1,0,0,2.49970000,0.00001000,-0.00001000,0,295.58190,12.71320,-9.53490,0,Mass,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0
TOI-1288 b,TOI-1288,1,1,0,0,2.69983500,0.00000400,-0.00000300,0,42.00000,3.00000,-3.00000,0,Mass,1.01,0.02,-0.01,0,0.89,0.04,-0.02,0
TOI-5542 b,TOI-5542,1,1,0,0,75.12375000,0.00019000,-0.00018000,0,419.53350,31.78284,-31.78284,0,Mass,1.06,0.04,-0.04,0,0.89,0.06,-0.03,0
WASP-105 b,WASP-105,1,1,0,0,7.87288000,0.00001000,-0.00001000,0,572.09400,31.78300,-31.78300,0,Mass,0.90,0.03,-0.03,0,0.89,0.09,-0.09,0
WASP-50 b,WASP-50,1,1,0,0,1.95510000,0.00000500,-0.00000500,0,466.82870,29.24036,-29.24036,0,Mass,0.84,0.03,-0.03,0,0.89,0.08,-0.07,0
WASP-57 b,WASP-57,1,1,0,0,2.83891856,0.00000081,-0.00000081,0,204.68252,19.70546,-19.70546,0,Mass,0.93,0.03,-0.03,0,0.89,0.07,-0.07,0
AB Pic b,AB Pic,1,0,0,0,,,,,4290.50000,158.90000,-158.90000,0,Mass,1.00,0.03,-0.02,0,0.90,0.10,-0.10,0
CoRoT-7 c,CoRoT-7,1,1,0,0,3.69800000,0.00300000,-0.00300000,0,8.40000,0.90000,-0.90000,0,Mass,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0
GSC 06214-00210 b,GSC 06214-00210,1,0,0,0,,,,,5000.00000,300.00000,-300.00000,0,Mass,0.90,0.07,-0.08,0,0.90,0.10,-0.10,0
HATS-62 b,HATS-62,1,1,0,0,3.27688370,0.00000330,-0.00000330,0,56.89157,,,0,Mass,0.93,0.02,-0.01,0,0.90,0.01,-0.01,0
HD 114783 c,HD 114783,1,1,0,0,4352.00000000,88.00000000,-76.00000000,0,603.87397,158.91420,-127.13136,0,Mass,0.84,0.02,-0.02,0,0.90,0.04,-0.04,0
HD 15337 b,HD 15337,1,1,0,0,4.75615000,0.00017000,-0.00017000,0,7.51000,1.09000,-1.01000,0,Mass,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0
HD 15337 c,HD 15337,1,1,0,0,17.17840000,0.00160000,-0.00160000,0,8.11000,1.82000,-1.69000,0,Mass,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0
HD 20329 b,HD 20329,1,1,0,0,0.92611800,0.00005000,-0.00004300,0,7.42000,1.09000,-1.09000,0,Mass,1.13,0.02,-0.02,0,0.90,0.05,-0.05,0
HIP 97166 b,HIP 97166,1,1,0,0,10.28891000,0.00004000,-0.00004000,0,20.00000,1.50000,-1.50000,0,Mass,0.84,0.04,-0.04,0,0.90,0.05,-0.05,0
K2-30 b,K2-30,1,1,0,0,4.09850300,0.00001100,-0.00001100,0,184.02357,8.89924,-8.58141,0,Mass,0.84,0.03,-0.03,0,0.90,0.04,-0.04,0
K2-329 b,K2-329,1,1,0,0,12.45512250,0.00000310,-0.00000310,0,82.63580,6.35660,-6.99226,0,Mass,0.82,0.03,-0.02,0,0.90,0.05,-0.05,0
KOI-1831 d,Kepler-324,1,0,0,0,34.16900000,,,0,2.23000,0.50000,-0.84000,0,Mass,0.84,0.02,-0.02,0,0.90,0.02,-0.03,0
Kepler-211 c,Kepler-211,1,0,0,0,6.04045000,0.00001600,-0.00001600,0,18.30000,22.40000,-17.00000,0,Mass,0.82,0.05,-0.05,0,0.90,0.01,-0.02,0
Kepler-417 b,Kepler-417,1,0,0,0,12.33100000,,,0,11.00000,9.30000,-7.90000,0,Mass,0.81,,,0,0.90,,,0
Kepler-46 b,Kepler-46,1,0,0,0,33.60134000,0.00021000,-0.00020000,0,1907.00000,,,1,Mass,0.94,0.04,-0.04,0,0.90,0.04,-0.04,0
Kepler-46 c,Kepler-46,1,0,0,0,57.01100000,0.05100000,-0.06100000,0,119.49900,6.67400,-6.03900,0,Mass,0.94,0.04,-0.04,0,0.90,0.04,-0.04,0
Qatar-4 b,Qatar-4,1,1,0,0,1.80535640,,,0,1938.76300,171.62820,-171.62820,0,Mass,0.85,0.06,-0.06,0,0.90,0.05,-0.05,0
TrES-5 b,TrES-5,1,1,0,0,1.48224686,0.00000614,-0.00000614,0,568.91570,21.61244,-21.61244,0,Mass,0.87,0.01,-0.01,0,0.90,0.03,-0.03,0
14 Her b,14 Her,1,1,0,0,1765.03890000,1.67709000,-1.87256000,0,2559.47216,518.69596,-280.64248,0,Mass,0.93,0.01,-0.01,0,0.91,0.11,-0.11,0
CoRoT-24 b,CoRoT-24,1,1,0,0,5.11340000,0.00060000,-0.00060000,0,5.70000,,,1,Mass,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0
CoRoT-24 c,CoRoT-24,1,1,0,0,11.75900000,0.00630000,-0.00630000,0,28.00000,11.00000,-11.00000,0,Mass,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0
HD 145675 c,14 Her,1,1,0,0,15732.45889000,2654.17497000,-1896.09685000,0,1597.08775,277.46420,-339.12291,0,Mass,1.00,0.02,-0.02,0,0.91,0.11,-0.11,0
Kepler-10 b,Kepler-10,1,1,0,0,0.83749070,0.00000020,-0.00000020,0,3.26000,0.30000,-0.30000,0,Mass,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0
Kepler-10 c,Kepler-10,1,1,0,0,45.29430100,0.00004800,-0.00004800,0,11.40000,1.30000,-1.30000,0,Mass,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0
Kepler-226 b,Kepler-226,1,0,0,0,3.94099700,0.00002000,-0.00002000,0,24.00000,11.80000,-10.10000,0,Mass,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0
Kepler-226 c,Kepler-226,1,0,0,0,5.34955500,0.00001400,-0.00001400,0,45.20000,22.50000,-19.10000,0,Mass,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0
Kepler-307 b,Kepler-307,1,0,0,0,10.42080000,0.00090000,-0.00080000,0,7.44000,0.91000,-0.87000,0,Mass,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0
Kepler-307 c,Kepler-307,1,0,0,0,13.07290000,0.00120000,-0.00120000,0,3.64000,0.65000,-0.58000,0,Mass,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0
Kepler-310 d,Kepler-310,1,0,0,0,92.87612500,0.00078500,-0.00078500,0,7.00000,3.40000,-4.10000,0,Mass,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0
Kepler-409 b,Kepler-409,1,0,0,0,68.95832160,0.00000390,-0.00000390,0,6.00000,,,1,Mass,0.90,0.01,-0.01,0,0.91,0.05,-0.05,0
Kepler-426 b,Kepler-426,1,1,0,0,3.21751883,0.00000019,-0.00000019,0,108.06000,25.43000,-25.43000,0,Mass,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0
Kepler-75 b,Kepler-75,1,1,0,0,8.88491160,0.00000340,-0.00000340,0,3209.90000,127.10000,-127.10000,0,Mass,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0
Kepler-82 b,Kepler-82,1,0,0,0,26.44000000,0.48000000,-0.48000000,0,12.15000,0.96000,-0.87000,0,Mass,0.90,0.04,-0.02,0,0.91,0.03,-0.03,0
Kepler-82 c,Kepler-82,1,0,0,0,51.54000000,0.94000000,-0.94000000,0,13.90000,1.30000,-1.20000,0,Mass,0.90,0.04,-0.02,0,0.91,0.03,-0.03,0
Kepler-82 f,Kepler-82,1,0,0,0,75.73200000,0.01200000,-0.01200000,0,20.90000,1.00000,-1.00000,0,Mass,0.90,0.04,-0.02,0,0.91,0.03,-0.03,0
Kepler-93 b,Kepler-93,1,1,0,0,4.72673978,0.00000097,-0.00000097,0,4.66000,0.53000,-0.53000,0,Mass,0.92,0.01,-0.01,0,0.91,0.03,-0.03,0
Kepler-93 c,Kepler-93,1,1,0,0,1460.00000000,,,-1,954.00000,,,-1,Mass,0.92,0.02,-0.02,0,0.91,0.06,-0.06,0
NGTS-25 b,NGTS-25,1,0,0,0,2.82309300,0.00000330,-0.00000330,0,203.09235,18.43405,-16.52708,0,Mass,0.86,0.02,-0.05,0,0.91,0.03,-0.04,0
TOI-5678 b,TOI-5678,1,1,0,0,47.73022000,0.00014000,-0.00013000,0,20.00000,4.00000,-4.00000,0,Mass,0.94,0.01,-0.01,0,0.91,0.04,-0.04,0
TOI-784 b,HD 307842,1,1,0,0,2.79703650,0.00000310,-0.00000300,0,9.67000,0.83000,-0.82000,0,Mass,0.91,0.02,-0.02,0,0.91,0.10,-0.10,0
WASP-67 b,WASP-67,1,1,0,0,4.61442000,0.00001000,-0.00001000,0,136.66690,28.60470,-28.60470,0,Mass,0.88,0.08,-0.08,0,0.91,0.28,-0.28,0
CoRoT-7 d,CoRoT-7,1,1,0,0,8.96600000,1.54600000,-1.54600000,0,17.14200,2.55200,-2.55200,0,Mass,0.84,0.01,-0.01,0,0.92,0.02,-0.02,0
HATS-46 b,HATS-46,1,1,0,0,4.74237290,0.00000490,-0.00000490,0,54.98459,19.70546,-19.70546,0,Mass,0.85,0.04,-0.03,0,0.92,0.03,-0.03,0
HD 215497 c,HD 215497,1,1,0,0,566.00000000,4.00000000,-4.00000000,0,111.23994,6.35657,-6.35657,0,Mass,0.90,0.03,-0.02,0,0.92,0.05,-0.05,0
HD 219666 b,HD 219666,1,1,0,0,6.04345000,0.00001000,-0.00001000,0,16.60000,1.30000,-1.30000,0,Mass,1.03,0.03,-0.03,0,0.92,0.03,-0.03,0
K2-10 b,K2-10,1,1,0,0,19.30440000,0.00120000,-0.00120000,0,27.00000,17.00000,-16.00000,0,Mass,0.98,0.08,-0.08,0,0.92,0.05,-0.05,0
Kepler-85 c,Kepler-85,1,0,0,0,12.51300000,,,0,20.90000,6.20000,-5.60000,0,Mass,1.24,0.05,-0.05,0,0.92,0.40,-0.27,0
Kepler-85 e,Kepler-85,1,0,0,0,25.21675100,0.00071800,-0.00071800,0,0.60000,0.50000,-0.40000,0,Mass,0.89,0.13,-0.13,0,0.92,0.03,-0.04,0
TOI-763 b,TOI-763,1,1,0,0,5.60570000,0.00130000,-0.00130000,0,9.79000,0.78000,-0.78000,0,Mass,0.90,0.01,-0.01,0,0.92,0.03,-0.03,0
TOI-763 c,TOI-763,1,1,0,0,12.27370000,0.00530000,-0.00770000,0,9.32000,1.02000,-1.02000,0,Mass,0.90,0.01,-0.01,0,0.92,0.03,-0.03,0
WASP-89 b,WASP-89,1,1,0,0,3.35642270,0.00000250,-0.00000250,0,1875.19700,127.13200,-127.13200,0,Mass,0.88,0.03,-0.03,0,0.92,0.08,-0.08,0
HAT-P-37 b,HAT-P-37,1,1,0,0,2.79743600,0.00000700,-0.00000700,0,371.52800,32.73500,-32.73500,0,Mass,0.88,0.06,,0,0.93,0.04,,0
HAT-P-63 b,HAT-P-63,1,1,0,0,3.37772800,0.00001300,-0.00001300,0,195.14664,7.62788,-7.62788,0,Mass,0.97,0.01,-0.01,0,0.93,0.02,-0.02,0
HATS-28 b,HATS-28,1,1,0,0,3.18107810,0.00000390,-0.00000390,0,213.58176,27.65121,-27.65121,0,Mass,0.92,0.04,-0.04,0,0.93,0.04,-0.04,0
HATS-63 b,HATS-63,1,1,0,0,3.05665270,0.00000490,-0.00000490,0,305.11680,38.13960,-38.13960,0,Mass,1.07,0.01,-0.01,0,0.93,0.02,-0.02,0
HD 149806 b,HD 149806,1,1,0,0,16521.52778000,6426.22918000,-3696.60573000,0,4003.68444,856.22973,-884.19863,0,Mass,0.89,0.03,-0.03,0,0.93,0.12,-0.12,0
HD 63935 b,HD 63935,1,1,0,0,9.05881100,0.00001700,-0.00001600,0,10.80000,1.80000,-1.80000,0,Mass,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0
HD 63935 c,HD 63935,1,1,0,0,21.40230000,0.00189000,-0.00194000,0,11.10000,2.40000,-2.40000,0,Mass,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0
HD 73267 b,HD 73267,1,1,1,0,1257.99159000,0.50697000,-0.60358000,0,1321.53052,216.44115,-164.95294,0,Mass,0.91,0.03,-0.03,0,0.93,0.12,-0.12,0
HD 73267 c,HD 73267,1,1,1,0,17071.78045000,785.40421000,-1087.38232000,0,1630.77756,289.85951,-89.62761,0,Mass,0.96,0.02,-0.03,0,0.93,0.12,-0.12,0
K2-291 b,K2-291,1,1,0,0,2.22517700,0.00006600,-0.00006800,0,6.49000,1.16000,-1.16000,0,Mass,0.90,0.04,-0.03,0,0.93,0.04,-0.04,0
KOI-984 c,KOI-984,1,0,0,0,21.51200000,0.00040000,-0.00040000,0,209.80000,40.00000,-40.00000,0,Mass,0.82,0.03,-0.03,0,0.93,0.03,-0.03,0
Kepler-254 c,Kepler-254,1,0,0,0,12.41218300,0.00008200,-0.00008200,0,3.20000,3.70000,-2.70000,0,Mass,0.91,0.43,-0.43,0,0.93,0.04,-0.05,0
Kepler-339 c,Kepler-339,1,0,0,0,6.98805500,0.00005300,-0.00005300,0,7.30000,7.80000,-6.20000,0,Mass,0.80,0.36,-0.36,0,0.93,0.04,-0.04,0
Kepler-339 d,Kepler-339,1,0,0,0,10.55834500,0.00008100,-0.00008100,0,14.70000,14.10000,-10.00000,0,Mass,0.80,0.36,-0.36,0,0.93,0.04,-0.04,0
Kepler-425 b,Kepler-425,1,1,0,0,3.79701816,0.00000019,-0.00000019,0,79.45000,25.43000,-25.43000,0,Mass,0.86,0.02,-0.02,0,0.93,0.05,-0.05,0
Kepler-595 b,Kepler-595,1,0,0,0,25.30290920,0.00000600,-0.00000600,0,17.40000,7.10000,-3.80000,0,Mass,0.82,0.24,-0.24,0,0.93,0.06,-0.06,0
Kepler-595 c,Kepler-595,1,0,0,0,12.38602000,0.00000500,-0.00000500,0,3.30000,1.70000,-1.00000,0,Mass,0.82,0.24,-0.24,0,0.93,0.06,-0.06,0
TOI-1221 b,TOI-1221,1,0,0,0,91.68278000,0.00032000,-0.00041000,0,1112.39942,,,1,Mass,1.03,0.02,-0.02,0,0.93,0.22,-0.22,0
TOI-1444 b,TOI-1444,1,1,0,0,0.47026940,0.00000440,-0.00000440,0,3.87000,0.71000,-0.71000,0,Mass,0.91,0.02,-0.02,0,0.93,0.04,-0.04,0
TOI-2589 b,TOI-2589,1,1,0,0,61.62770000,0.00020000,-0.00020000,0,1112.39942,31.78284,-31.78284,0,Mass,1.07,0.01,-0.01,0,0.93,0.03,-0.02,0
TOI-849 b,TOI-849,1,1,0,0,0.76552414,0.00000262,-0.00000279,0,39.09000,2.66000,-2.55000,0,Mass,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0
TrES-3 b,TrES-3,1,1,0,0,1.30618581,,,0,607.03000,23.83600,-25.42500,0,Mass,0.83,0.02,-0.02,0,0.93,0.03,-0.05,0
WASP-170 b,WASP-170,1,1,0,0,2.34478022,0.00000360,-0.00000360,0,508.52800,63.56600,-63.56600,0,Mass,0.94,0.06,-0.06,0,0.93,0.15,-0.15,0
WASP-37 b,WASP-37,1,1,0,0,3.57746900,0.00001100,-0.00001100,0,572.07000,54.02900,-54.02900,0,Mass,1.00,0.05,,0,0.93,0.12,,0
WASP-39 b,WASP-39,1,1,0,0,4.05525900,0.00000900,-0.00000900,0,88.98900,9.53500,-9.53500,0,Mass,0.90,0.02,-0.02,0,0.93,0.03,,0
WASP-65 b,WASP-65,1,1,0,0,2.31142430,0.00000150,-0.00000150,0,492.62000,50.85000,-50.85000,0,Mass,1.01,0.05,-0.05,0,0.93,0.14,-0.14,0
HAT-P-44 b,HAT-P-44,1,1,0,0,4.30121900,0.00001900,-0.00001900,0,111.87100,9.21700,-9.21700,0,Mass,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0
HATS-5 b,HATS-5,1,1,0,0,4.76338700,0.00001000,-0.00001000,0,75.32300,3.81400,-3.91400,0,Mass,0.87,0.02,-0.02,0,0.94,0.03,-0.03,0
HD 156279 c,HD 156279,1,1,0,0,4818.25358000,44.45769000,-43.09387000,0,3098.82697,419.21567,-192.28619,0,Mass,0.97,0.02,-0.02,0,0.94,0.12,-0.12,0
HD 181234 b,HD 181234,1,1,1,0,7593.40512000,113.61020000,-121.82598000,0,2980.91263,321.00669,-315.60361,0,Mass,1.06,0.02,-0.02,0,0.94,0.12,-0.12,0
HD 203030 b,HD 203030,1,0,0,0,,,,,3496.11248,1271.31363,-953.48522,0,Mass,0.86,0.02,-0.03,0,0.94,0.13,-0.12,0
HD 27631 b,HD 27631,1,1,1,0,2198.14000000,54.11000000,-50.34000000,0,495.81231,63.56568,-47.67426,0,Mass,0.92,0.03,-0.03,0,0.94,0.03,-0.03,0
HD 32963 b,HD 32963,1,1,1,0,2372.00000000,26.00000000,-26.00000000,0,657.90480,263.79758,-203.41018,0,Mass,1.11,0.03,-0.03,0,0.94,,,0
HD 93351 c,HD 93351,1,1,0,0,14010.29410000,5932.28835000,-1538.69000000,0,4154.01728,633.43202,-432.56446,0,Mass,0.91,0.04,-0.05,0,0.94,0.12,-0.12,0
K2-138 b,K2-138,1,0,0,0,2.35309000,0.00022000,-0.00022000,0,3.10000,1.05000,-1.05000,0,Mass,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 c,K2-138,1,0,0,0,3.56004000,0.00012000,-0.00011000,0,6.31000,1.13000,-1.23000,0,Mass,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 d,K2-138,1,0,0,0,5.40479000,0.00021000,-0.00021000,0,7.92000,1.39000,-1.35000,0,Mass,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 e,K2-138,1,0,0,0,8.26146000,0.00021000,-0.00022000,0,12.97000,1.98000,-1.99000,0,Mass,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 f,K2-138,1,0,0,0,12.75758000,0.00050000,-0.00048000,0,1.63000,2.12000,-1.18000,0,Mass,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 g,K2-138,1,1,0,0,41.96797000,0.00843000,-0.00725000,0,4.32000,5.26000,-3.03000,0,Mass,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
Kepler-183 c,Kepler-183,1,0,0,0,11.63707100,0.00005500,-0.00005500,0,35.70000,30.90000,-24.20000,0,Mass,0.96,0.41,-0.41,0,0.94,0.07,-0.05,0
Kepler-19 b,Kepler-19,1,1,0,0,9.28699000,0.00000000,0.00000000,0,6.10000,2.80000,-2.70000,0,Mass,0.86,0.02,-0.02,0,0.94,0.04,-0.04,0
Kepler-19 c,Kepler-19,1,1,0,0,28.73100000,0.01200000,-0.00500000,0,13.10000,2.70000,-2.70000,0,Mass,0.86,0.02,-0.02,0,0.94,0.04,-0.04,0
Kepler-19 d,Kepler-19,1,1,0,0,62.95000000,0.04000000,-0.30000000,0,22.50000,1.20000,-5.60000,0,Mass,0.86,0.02,-0.02,0,0.94,0.04,-0.04,0
Kepler-215 d,Kepler-215,1,0,0,0,30.86442300,0.00009200,-0.00009200,0,23.60000,17.30000,-11.90000,0,Mass,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0
Kepler-97 b,Kepler-97,1,1,0,0,2.58664000,,,0,3.51000,1.90000,-1.90000,0,Mass,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0
Kepler-97 c,Kepler-97,1,1,0,0,789.00000000,,,-1,344.00000,,,-1,Mass,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0
PH2 b,PH2,1,1,0,0,282.52550000,0.00100000,-0.00100000,0,25426.40000,,,1,Mass,1.00,0.05,-0.05,0,0.94,0.02,-0.02,0
TOI-1062 b,TOI-1062,1,1,0,0,4.11296000,0.00150000,-0.00150000,0,10.15000,0.81000,-0.84000,0,Mass,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0
TOI-2977 b,TOI-2977,1,1,0,0,2.35056140,0.00000250,-0.00000250,0,533.95172,82.63539,-79.45710,0,Mass,1.07,0.02,-0.02,0,0.94,0.06,-0.04,0
WASP-44 b,WASP-44,1,1,0,0,2.42380400,0.00000800,-0.00000800,0,276.51210,20.02329,-19.70546,0,Mass,0.91,0.05,-0.05,0,0.94,0.05,-0.05,0
